Time (s), Acceleration x (m/s^2), Acceleration y (m/s^2), Acceleration z (m/s^2), Angular velocity p (rad/s), Angular velocity q (rad/s), Angular velocity r (rad/s), Magnetic field x (muT), Magnetic field y (muT), Magnetic field z (muT), Roll angle phi (deg), Pitch angle theta (deg), Yaw angle psi (deg), GPS Latitude (DDMM.MMMM), GPS Longiude (DDMM.MMMM), GPS Altitude (cm), GPS Speed (knots), GPS Heading (deg), GPS Number of Satellites
95.145, -0.7061, 0.3138, 10.5520, -0.0046, 0.0883, 0.0247, -13.5455, -14.9091, -40.6122, 1.2683, 5.0597, 147.4931, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
95.187, -0.8238, 0.4707, 10.6696, 0.0017, 0.0904, 0.0200, -13.5455, -14.8182, -40.6122, 2.5261, 4.4105, 150.2870, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
95.215, -0.7061, 0.3530, 10.4343, -0.0027, 0.0889, 0.0194, -13.5455, -14.8182, -40.6122, 2.5543, 5.3044, 151.8076, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
95.244, -0.7061, 0.3138, 10.4735, -0.0031, 0.0880, -0.0105, -13.5455, -14.8182, -40.6122, 2.3859, 4.3286, 149.7119, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
95.271, -0.7845, 0.2354, 10.5127, -0.0023, 0.0896, -0.0115, -13.6364, -14.8182, -40.1020, 1.7489, 4.7976, 148.5439, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
95.424, -0.7845, 0.4315, 10.4343, -0.0031, 0.0887, -0.0082, -13.5455, -15.0000, -40.4082, 1.9378, 4.5114, 148.2169, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
95.662, -0.8238, 0.3530, 10.5520, -0.0003, 0.0901, -0.0107, -13.9091, -14.7273, -40.7143, 1.9021, 3.5875, 148.0483, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
95.795, -0.7453, 0.3923, 10.4735, -0.0024, 0.0854, -0.0115, -13.7273, -14.6364, -40.9184, 2.1449, 4.7071, 150.3351, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
95.892, -0.7845, 0.3923, 10.5127, -0.0032, 0.0867, -0.0121, -13.8182, -14.5455, -41.0204, 1.7098, 3.8407, 147.8368, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
95.920, -0.7061, 0.3530, 10.5912, -0.0020, 0.0884, -0.0098, -13.8182, -14.5455, -41.0204, 1.4962, 4.4789, 148.3432, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
95.948, -0.7453, 0.2746, 10.5912, -0.0029, 0.0858, -0.0133, -13.8182, -14.8182, -40.9184, 1.4851, 4.0239, 146.9009, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
95.980, -0.8238, 0.3138, 10.4735, -0.0037, 0.0870, -0.0110, -13.8182, -14.8182, -40.9184, 1.8951, 4.2031, 148.4471, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
96.008, -0.8238, 0.3530, 10.4735, -0.0040, 0.0863, -0.0090, -14.2727, -14.6364, -40.7143, 1.9306, 4.4946, 149.9253, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
96.036, -0.7061, 0.3530, 10.4735, -0.0044, 0.0860, -0.0131, -14.2727, -14.6364, -40.7143, 1.9306, 3.8546, 148.8378, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
96.068, -0.7061, 0.3138, 10.6696, -0.0038, 0.0887, -0.0095, -14.2727, -14.6364, -40.7143, 1.6847, 3.7845, 147.9725, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
96.096, -0.8238, 0.3138, 10.3558, -0.0027, 0.0903, -0.0125, -14.0909, -14.3636, -40.5102, 1.7357, 4.5460, 149.7169, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
96.124, -0.7453, 0.3923, 10.4735, -0.0032, 0.0866, -0.0137, -14.0909, -14.3636, -40.5102, 1.5131, 4.3145, 148.6720, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
96.156, -0.7845, 0.3138, 10.4343, -0.0037, 0.0852, -0.0131, -13.8182, -14.4545, -40.3061, 1.7227, 4.2979, 148.6645, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
96.184, -0.7453, 0.1961, 10.4735, -0.0038, 0.0866, -0.0125, -13.8182, -14.4545, -40.3061, 1.5018, 4.2824, 147.9857, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
96.214, -0.7453, 0.2746, 10.4735, -0.0035, 0.0875, -0.0116, -14.0000, -14.3636, -40.7143, 2.1611, 5.1713, 151.9291, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
96.245, -0.6276, 0.3530, 10.3166, -0.0034, 0.0880, -0.0104, -14.0000, -14.3636, -40.7143, 1.9599, 3.4794, 148.4822, 4216.4746, 7148.4199, 183.80, 0.29, 101.51, 3
96.275, -0.7845, 0.3530, 10.7089, -0.0018, 0.0878, -0.0133, -14.0000, -14.3636, -40.7143, 1.8882, 4.1877, 148.8081, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.304, -0.8238, 0.3138, 10.4735, -0.0015, 0.0851, -0.0115, -13.8182, -14.5455, -40.4082, 0.4197, 3.5632, 143.3880, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.335, -1.2945, 0.7453, 10.4735, -0.0009, 0.0921, -0.0107, -13.8182, -14.5455, -40.4082, 4.0704, 7.0282, 159.2887, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.363, -0.7453, 0.5099, 10.7481, 0.0000, 0.0910, -0.0131, -13.9091, -14.4545, -40.8163, 2.1133, 4.0078, 149.6294, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.392, -0.7845, 0.3530, 10.5520, -0.0047, 0.0857, -0.0113, -13.9091, -14.4545, -40.8163, 2.1449, 4.9200, 151.2378, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.419, -0.8238, 0.2746, 10.4735, -0.0011, 0.0869, -0.0115, -13.8182, -14.6364, -40.6122, 4.2838, 3.6330, 155.6596, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.460, -0.6669, 0.4315, 10.2774, -0.0061, 0.0903, -0.0122, -13.8182, -14.6364, -40.6122, 0.2204, 4.3987, 144.3286, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.489, -0.7061, 0.5492, 10.3951, 0.0000, 0.0877, -0.0066, -13.5455, -14.5455, -40.8163, 1.5074, 4.2984, 147.6429, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.517, -0.6276, 0.5884, 10.5912, 0.0006, 0.0864, -0.0116, -13.5455, -14.5455, -40.8163, 3.1798, 3.3861, 151.3465, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.548, -0.5884, 0.4707, 10.5127, 0.0076, 0.0970, -0.0194, -13.5455, -14.5455, -40.8163, 0.8747, 3.2763, 144.5841, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.576, -0.5492, 0.0392, 10.8265, -0.0087, 0.0893, 0.0011, -13.9091, -14.1818, -41.0204, 0.2076, 2.9038, 142.3944, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.605, -1.1376, 0.5099, 10.4343, -0.0140, 0.0800, 0.0283, -13.9091, -14.1818, -41.0204, 2.7979, 6.2146, 155.6777, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.636, -1.7260, 1.2553, 10.0812, -0.0073, 0.0889, 0.0519, -14.1818, -14.3636, -41.0204, 7.0976, 9.6422, 170.7768, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.664, -1.2945, 1.2945, 9.2575, -0.0133, 0.0925, 0.2544, -14.1818, -14.3636, -41.0204, 7.9601, 7.8844, 172.8739, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.693, -0.5099, -0.0392, 10.6696, 0.0130, 0.1040, 0.1604, -14.2727, -13.8182, -40.8163, 3.8000, 2.5299, 154.8293, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.723, -0.5099, -0.6669, 10.9442, -0.0102, 0.0825, -0.0858, -14.2727, -13.8182, -40.8163, -3.4868, 2.6628, 133.9082, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.752, 0.1961, 0.4315, 9.8067, 0.0273, 0.1652, 0.1326, -14.2727, -13.8182, -40.8163, -1.9825, 4.8337, 141.7079, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.780, -1.8829, -0.5099, 12.1210, 0.0131, 0.2387, 0.5932, -14.3636, -13.3636, -40.4082, -3.4518, 6.3288, 141.8215, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.822, -2.5890, 0.0392, 11.1796, 0.4675, -0.2016, 0.2039, -14.3636, -13.3636, -40.4082, 0.2076, 14.4262, 158.9667, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.861, -0.2746, 0.1961, 12.3956, 0.4552, -0.1510, -0.1759, -15.2727, -13.3636, -40.2041, 0.8628, 1.3802, 144.7577, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.889, -0.5884, 0.3530, 12.3564, 0.0690, -0.0950, -0.2491, -15.2727, -13.3636, -40.2041, 2.6719, 4.5690, 155.9220, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.921, -0.6669, 0.7453, 11.8464, -0.5942, 0.2042, -0.3920, -15.2727, -13.3636, -40.2041, 2.9078, 1.9974, 152.8163, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
96.950, -0.3530, 0.6669, 11.5326, -0.5594, -0.0976, -0.2729, -15.2727, -13.3636, -40.2041, 3.4682, 1.7325, 154.3968, 4216.4746, 7148.4199, 183.80, 0.18, 92.00, 3
